"1404-03-20 4acs@720/725/730/735-ES@Quant@"
"Solution Label","Batch Label","Customer Id","Customer Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int","Internal Std","Date","Time","SD","RSD","IntSD","IntRSD","Coeff 1","Coeff 2","Coeff 3","Act Wgt","Act Vol","DF","NumReps","Replicates",
"Blank","","","","Blk","Cu 324.754","",0,"ppm",0,"ppm",48.9667,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",137.208,3920.35,0,1,1,1,1,48.9667,""
"Blank","","","","Blk","Cu 327.395","",0,"ppm",0,"ppm",16.0485,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",38.4191,2726.91,0,1,1,1,1,16.0485,""
"Blank","","","","Blk","Fe 238.204","",0,"ppm",0,"ppm",6.21187,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",226.412,689.225,0,1,1,1,1,6.21187,""
"Blank","","","","Blk","Fe 259.940","",0,"ppm",0,"ppm",8.23325,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",31.2842,1396.22,0,1,1,1,1,8.23325,""
"Blank","","","","Blk","Ga 287.423","",0,"ppm",0,"ppm",7.73132,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",16.4713,295.775,0,1,1,1,1,7.73132,""
"Blank","","","","Blk","Ga 417.204","",0,"ppm",0,"ppm",158.123,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",191.594,842.936,0,1,1,1,1,158.123,""
"Blank","","","","Blk","In 410.176","",0,"ppm",0,"ppm",83.4678,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",62.7852,330.856,0,1,1,1,1,83.4678,""
"Blank","","","","Blk","In 451.131","",0,"ppm",0,"ppm",1469.61,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",1516.05,409.14,0,1,1,1,1,1469.61,""
"Blank","","","","Blk","K 766.491","",0,"ppm",0,"ppm",493.557,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",485.519,792.935,0,1,1,1,1,493.557,""
"Blank","","","","Blk","K 769.897","",0,"ppm",0,"ppm",10796.9,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",10934.5,600.705,0,1,1,1,1,10796.9,""
"Blank","","","","Blk","La 333.749","",0,"ppm",0,"ppm",107.835,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-10.2002,6570.67,0,1,1,1,1,107.834,""
"Blank","","","","Blk","La 408.671","",0,"ppm",0,"ppm",7.60547,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-418.718,13380.5,0,1,1,1,1,7.60547,""
"Blank","","","","Blk","Li 610.365","",0,"ppm",0,"ppm",17.0996,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-656.706,3621.41,0,1,1,1,1,17.0996,""
"Blank","","","","Blk","Li 670.783","",0,"ppm",0,"ppm",3003.41,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",4046.32,37828.1,0,1,1,1,1,3003.41,""
"Blank","","","","Blk","Mg 279.553","",0,"ppm",0,"ppm",36.193,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",129091,9178.63,0,1,1,1,1,36.193,""
"Blank","","","","Blk","Mg 280.270","",0,"ppm",0,"ppm",34.9132,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",218.655,10040.2,0,1,1,1,1,34.9132,""
"Blank","","","","Blk","Mg 285.213","",0,"ppm",0,"ppm",9.99423,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",114.299,3409.2,0,1,1,1,1,9.99423,""
"Blank","","","","Blk","Mn 257.610","",0,"ppm",0,"ppm",18.7392,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",254.995,12918.1,0,1,1,1,1,18.7392,""
"Blank","","","","Blk","Mn 259.372","",0,"ppm",0,"ppm",8.17953,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",76.009,7788.59,0,1,1,1,1,8.17953,""
"Blank","","","","Blk","Mo 281.615","",0,"ppm",0,"ppm",11.4944,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-112.86,1202.17,0,1,1,1,1,11.4944,""
"Blank","","","","Blk","Mo 284.824","",0,"ppm",0,"ppm",6.58273,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-61.9364,700.966,0,1,1,1,1,6.58273,""
"Blank","","","","Blk","Na 568.821","",0,"ppm",0,"ppm",135.555,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",41.2481,26.1846,0,1,1,1,1,135.555,""
"Blank","","","","Blk","Na 588.995","",0,"ppm",0,"ppm",20769.6,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",20562.8,8469.04,0,1,1,1,1,20769.6,""
"Blank","","","","Blk","Na 589.592","",0,"ppm",0,"ppm",5698.67,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",4808.56,4080.05,0,1,1,1,1,5698.67,""
"Blank","","","","Blk","Ni 230.299","",0,"ppm",0,"ppm",0.575272,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",6.04384,289.821,0,1,1,1,1,0.575272,""
"Blank","","","","Blk","Ni 231.604","",0,"ppm",0,"ppm",1.73195,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",2.62822,267.036,0,1,1,1,1,1.73195,""
"Blank","","","","Blk","P 213.618","",0,"ppm",0,"ppm",3.57371,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",2.84493,44.3678,0,1,1,1,1,3.57371,""
"Blank","","","","Blk","P 214.914","",0,"ppm",0,"ppm",0.215298,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",0.178416,8.85201,0,1,1,1,1,0.215298,""
"Blank","","","","Blk","Pb 220.353","",0,"ppm",0,"ppm",1.30167,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",1.1415,53.9837,0,1,1,1,1,1.30167,""
"Blank","","","","Blk","Pb 405.781","",0,"ppm",0,"ppm",27.5361,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-2.19762,180.456,0,1,1,1,1,27.5361,""
"Blank","","","","Blk","S 180.669","",0,"ppm",0,"ppm",0.762415,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",0.356639,6.0364,0,1,1,1,1,0.762415,""
"Blank","","","","Blk","S 181.972","",0,"ppm",0,"ppm",3.75158,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",3.19207,8.87082,0,1,1,1,1,3.75158,""
"Blank","","","","Blk","Sb 206.834","",0,"ppm",0,"ppm",2.93785,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",3.17309,36.6105,0,1,1,1,1,2.93785,""
"Blank","","","","Blk","Sb 217.582","",0,"ppm",0,"ppm",3.62677,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",2.37356,33.5602,0,1,1,1,1,3.62677,""
"Blank","","","","Blk","Sc 357.253","",0,"ppm",0,"ppm",3547.59,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",3445.92,47052.4,0,1,1,1,1,3547.59,""
"Blank","","","","Blk","Sc 361.383","",0,"ppm",0,"ppm",32.6971,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-87.2733,45312.6,0,1,1,1,1,32.6971,""
"Blank","","","","Blk","Sn 189.925","",0,"ppm",0,"ppm",3.16386,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",2.44978,20.1051,0,1,1,1,1,3.16386,""
"Blank","","","","Blk","Sn 283.998","",0,"ppm",0,"ppm",2.08624,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-7.40639,131.406,0,1,1,1,1,2.08624,""
"Blank","","","","Blk","Sr 407.771","",0,"ppm",0,"ppm",66.3555,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",3908.54,429752,0,1,1,1,1,66.3555,""
"Blank","","","","Blk","Sr 421.552","",0,"ppm",0,"ppm",24.5439,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",1881.13,205372,0,1,1,1,1,24.5439,""
"Blank","","","","Blk","Th 283.730","",0,"ppm",0,"ppm",17.2616,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",22.1171,655.603,0,1,1,1,1,17.2616,""
"Blank","","","","Blk","Th 335.123","",0,"ppm",0,"ppm",106.411,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",111.772,628.306,0,1,1,1,1,106.411,""
"Blank","","","","Blk","Th 401.913","",0,"ppm",0,"ppm",50.9319,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",49.8817,855.503,0,1,1,1,1,50.9319,""
"Blank","","","","Blk","Ti 334.941","",0,"ppm",0,"ppm",48.7542,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",67.4457,24547.7,0,1,1,1,1,48.7542,""
"Blank","","","","Blk","Ti 337.280","",0,"ppm",0,"ppm",60.1034,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-114.412,7782.49,0,1,1,1,1,60.1034,""
"Blank","","","","Blk","Tl 276.789","",0,"ppm",0,"ppm",4.66785,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",5.50909,76.3038,0,1,1,1,1,4.66785,""
"Blank","","","","Blk","Tl 351.923","",0,"ppm",0,"ppm",5.77856,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",14.2279,133.428,0,1,1,1,1,5.77856,""
"Blank","","","","Blk","U 385.957","",0,"ppm",0,"ppm",-7.93848,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",10.2274,530.379,0,1,1,1,1,-7.93848,""
"Blank","","","","Blk","U 409.013","",0,"ppm",0,"ppm",9.44385,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",12.4198,497.226,0,1,1,1,1,9.44385,""
"Blank","","","","Blk","V 309.310","",0,"ppm",0,"ppm",10.5996,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",-65.9118,2474.71,0,1,1,1,1,10.5996,""
"Blank","","","","Blk","V 311.837","",0,"ppm",0,"ppm",4.93152,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",68.542,3487.1,0,1,1,1,1,4.93152,""
"Blank","","","","Blk","Y 360.074","",0,"ppm",0,"ppm",35.9487,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",20.8953,28580.2,0,1,1,1,1,35.9487,""
"Blank","","","","Blk","Y 371.029","",0,"ppm",0,"ppm",3.2522,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",0.183791,17075.8,0,1,1,1,1,3.2522,""
"Blank","","","","Blk","Y 377.433","",0,"ppm",0,"ppm",10.4502,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",23.4955,35972.2,0,1,1,1,1,10.4502,""
"Blank","","","","Blk","Yb 328.937","",0,"ppm",0,"ppm",4.72729,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",43.1889,34315.7,0,1,1,1,1,4.72729,""
"Blank","","","","Blk","Yb 369.419","",0,"ppm",0,"ppm",23.2783,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",60.0085,29630.8,0,1,1,1,1,23.2783,""
"Blank","","","","Blk","Zn 202.548","",0,"ppm",0,"ppm",1.4944,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",8.86397,440.476,0,1,1,1,1,1.4944,""
"Blank","","","","Blk","Zn 213.857","",0,"ppm",0,"ppm",10.2,"-","6/10/2025","12:19:52",0.0,0.0,"0","0",38.5835,953.092,0,1,1,1,1,10.2,""
"merck 0.2","","","","Std","Ag 328.068","",0.2,"ppm",0.2,"ppm",927.534,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",20.9796,4894.89,0,1,1,1,1,927.534,""
"merck 0.2","","","","Std","Ag 338.289","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",2.54073,818.325,0,1,1,1,1,147.083,"e"
"merck 0.2","","","","Std","Al 308.215","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",162.919,283.514,0,1,1,1,1,86.063,"e"
"merck 0.2","","","","Std","Al 396.152","",0.2,"ppm",0.2,"ppm",434.329,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",128.57,1858.45,0,1,1,1,1,434.329,""
"merck 0.2","","","","Std","B 249.678","",0.2,"ppm",0.2,"ppm",361.001,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",87.899,1357.51,0,1,1,1,1,361.001,""
"merck 0.2","","","","Std","B 249.772","",0.2,"ppm",0.2,"ppm",722.023,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",189.35,2719.61,0,1,1,1,1,722.022,""
"merck 0.2","","","","Std","Ba 455.403","",0.2,"ppm",0.2,"ppm",37927,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",5250.02,177961,0,1,1,1,1,37927,""
"merck 0.2","","","","Std","Ba 493.408","",0.2,"ppm",0.2,"ppm",33859.1,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",4445.74,159428,0,1,1,1,1,33859.1,""
"merck 0.2","","","","Std","Bi 223.061","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",-13.0105,65.919,0,1,1,1,1,4.13776,"e"
"merck 0.2","","","","Std","Bi 306.771","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",483.639,275.07,0,1,1,1,1,577.526,"e"
"merck 0.2","","","","Std","Ca 317.933","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",3553.72,3762.1,0,1,1,1,1,1540.06,"e"
"merck 0.2","","","","Std","Ca 396.847","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",23558.3,192150,0,1,1,1,1,85034,"e"
"merck 0.2","","","","Std","Ca 422.673","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",143.384,1913.07,0,1,1,1,1,698.209,"e"
"merck 0.2","","","","Std","Cd 214.439","",0.2,"ppm",0.2,"ppm",132.703,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",7.43569,647.659,0,1,1,1,1,132.703,""
"merck 0.2","","","","Std","Cd 226.502","",0.2,"ppm",0.2,"ppm",370.265,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",24.9057,1762.86,0,1,1,1,1,370.265,""
"merck 0.2","","","","Std","Co 228.615","",0.2,"ppm",0.2,"ppm",130.454,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",7.18828,619.36,0,1,1,1,1,130.454,""
"merck 0.2","","","","Std","Co 230.786","",0.2,"ppm",0.2,"ppm",100.904,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",10.3072,471.972,0,1,1,1,1,100.904,""
"merck 0.2","","","","Std","Co 231.160","",0.2,"ppm",0.2,"ppm",68.9828,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",7.01174,310.495,0,1,1,1,1,68.9828,""
"merck 0.2","","","","Std","Cr 267.716","",0.2,"ppm",0.2,"ppm",416.164,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",30.047,2009.21,0,1,1,1,1,416.164,""
"merck 0.2","","","","Std","Cr 283.563","",0.2,"ppm",0.2,"ppm",775.801,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",74.1269,3616.86,0,1,1,1,1,775.801,""
"merck 0.2","","","","Std","Cu 324.754","",0.2,"ppm",0.2,"ppm",853.54,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",137.208,3920.35,0,1,1,1,1,853.54,""
"merck 0.2","","","","Std","Cu 327.395","",0.2,"ppm",0.2,"ppm",566.222,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",38.4191,2726.91,0,1,1,1,1,566.222,""
"merck 0.2","","","","Std","Fe 238.204","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",226.412,689.225,0,1,1,1,1,162.564,"e"
"merck 0.2","","","","Std","Fe 259.940","",0.2,"ppm",0.2,"ppm",309.557,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",31.2842,1396.22,0,1,1,1,1,309.557,""
"merck 0.2","","","","Std","Ga 287.423","",0.2,"ppm",0.2,"ppm",74.5529,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",16.4713,295.775,0,1,1,1,1,74.5529,""
"merck 0.2","","","","Std","Ga 417.204","",0.2,"ppm",0.2,"ppm",330.657,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",191.594,842.936,0,1,1,1,1,330.657,""
"merck 0.2","","","","Std","In 410.176","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",62.7852,330.856,0,1,1,1,1,163.741,"e"
"merck 0.2","","","","Std","In 451.131","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",1516.05,409.14,0,1,1,1,1,1660.78,"e"
"merck 0.2","","","","Std","K 766.491","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",485.519,792.935,0,1,1,1,1,694.543,"e"
"merck 0.2","","","","Std","K 769.897","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",10934.5,600.705,0,1,1,1,1,11471.9,"e"
"merck 0.2","","","","Std","Li 610.365","",0.2,"ppm",0.2,"ppm",159.641,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",-656.706,3621.41,0,1,1,1,1,159.641,""
"merck 0.2","","","","Std","Li 670.783","",0.2,"ppm",0.2,"ppm",10631.2,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",4046.32,37828.1,0,1,1,1,1,10631.2,""
"merck 0.2","","","","Std","Mg 279.553","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",129091,9178.63,0,1,1,1,1,3156.7,"e"
"merck 0.2","","","","Std","Mg 280.270","",0.2,"ppm",0.2,"ppm",2238.4,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",218.655,10040.2,0,1,1,1,1,2238.4,""
"merck 0.2","","","","Std","Mg 285.213","",0.2,"ppm",0.2,"ppm",753.884,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",114.299,3409.2,0,1,1,1,1,753.884,""
"merck 0.2","","","","Std","Mn 257.610","",0.2,"ppm",0.2,"ppm",2713.59,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",254.995,12918.1,0,1,1,1,1,2713.59,""
"merck 0.2","","","","Std","Mn 259.372","",0.2,"ppm",0.2,"ppm",1632.95,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",76.009,7788.59,0,1,1,1,1,1632.95,""
"merck 0.2","","","","Std","Na 568.821","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",41.2481,26.1846,0,1,1,1,1,128.712,"e"
"merck 0.2","","","","Std","Na 588.995","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",20562.8,8469.04,0,1,1,1,1,14133.2,"e"
"merck 0.2","","","","Std","Na 589.592","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",4808.56,4080.05,0,1,1,1,1,3121.67,"e"
"merck 0.2","","","","Std","Ni 230.299","",0.2,"ppm",0.2,"ppm",61.1799,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",6.04384,289.821,0,1,1,1,1,61.1799,""
"merck 0.2","","","","Std","Ni 231.604","",0.2,"ppm",0.2,"ppm",57.1491,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",2.62822,267.036,0,1,1,1,1,57.1491,""
"merck 0.2","","","","Std","Pb 220.353","",0.2,"ppm",0.2,"ppm",12.5505,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",1.1415,53.9837,0,1,1,1,1,12.5505,""
"merck 0.2","","","","Std","Pb 405.781","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",-2.19762,180.456,0,1,1,1,1,33.0747,"e"
"merck 0.2","","","","Std","Sr 407.771","",0.2,"ppm",0.2,"ppm",89340.4,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",3908.54,429752,0,1,1,1,1,89340.4,""
"merck 0.2","","","","Std","Sr 421.552","",0.2,"ppm",0.2,"ppm",41952.6,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",1881.13,205372,0,1,1,1,1,41952.6,""
"merck 0.2","","","","Std","Tl 276.789","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:21:15",0.0,0.0,"0","-",5.50909,76.3038,0,1,1,1,1,15.5616,"e"
"merck 0.2","","","","Std","Tl 351.923","",0.2,"ppm",0.2,"ppm",44.3936,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",14.2279,133.428,0,1,1,1,1,44.3936,""
"merck 0.2","","","","Std","Zn 202.548","",0.2,"ppm",0.2,"ppm",97.9158,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",8.86397,440.476,0,1,1,1,1,97.9158,""
"merck 0.2","","","","Std","Zn 213.857","",0.2,"ppm",0.2,"ppm",218.091,"-","6/10/2025","12:21:15",0.0,0.0,"0","0",38.5835,953.092,0,1,1,1,1,218.091,""
"merck 0.4","","","","Std","Ag 328.068","",0.4,"ppm",0.4,"ppm",2100.23,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",20.9796,4894.89,0,1,1,1,1,2100.23,""
"merck 0.4","","","","Std","Ag 338.289","",0.4,"ppm",0.4,"ppm",336.259,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",2.54073,818.325,0,1,1,1,1,336.259,""
"merck 0.4","","","","Std","Al 308.215","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:22:37",0.0,0.0,"0","-",162.919,283.514,0,1,1,1,1,152.036,"e"
"merck 0.4","","","","Std","Al 396.152","",0.4,"ppm",0.4,"ppm",810.36,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",128.57,1858.45,0,1,1,1,1,810.36,""
"merck 0.4","","","","Std","B 249.678","",0.4,"ppm",0.4,"ppm",632.424,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",87.899,1357.51,0,1,1,1,1,632.424,""
"merck 0.4","","","","Std","B 249.772","",0.4,"ppm",0.4,"ppm",1281.83,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",189.35,2719.61,0,1,1,1,1,1281.83,""
"merck 0.4","","","","Std","Ba 455.403","",0.4,"ppm",0.4,"ppm",74964.8,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",5250.02,177961,0,1,1,1,1,74964.8,""
"merck 0.4","","","","Std","Ba 493.408","",0.4,"ppm",0.4,"ppm",66847.3,"-","6/10/2025","12:22:37",0.0,0.0,"0","0",4445.74,159428,0,1,1,1,1,66847.3,""
"merck 0.4","","","","Std","Bi 223.061","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:22:37",0.0,0.0,"0","-",-13.0105,65.919,0,1,1,1,1,13.1899,"e"
"merck 0.4","","","","Std","Bi 306.771","e","-----","ppm","-----","ppm",0,"-","6/10/2025","12:22:37",0.0,0.0,"0","-",483.639,275.07,0,1,1,1,1,618.195,"e"
